id,fuente_id,timestamp,valor,latitud,longitud
1000,3,2024-06-01T13:48:00Z,31.62,39.462755,-0.370394
1001,1,2024-06-02T03:33:00Z,20.6,40.413036,-3.705181
1002,1,2024-06-01T12:20:00Z,30.08,40.417108,-3.694237
1003,1,2024-06-02T04:42:00Z,32.12,40.416469,-3.708046
1004,3,2024-06-01T20:56:00Z,17.38,39.463955,-0.367939
1005,5,2024-06-02T00:05:00Z,27.27,37.774735,-122.413254
1006,1,2024-06-02T07:07:00Z,17.28,40.414902,-3.710051
1007,2,2024-06-02T02:57:00Z,31.58,36.73094,-4.4302
1008,1,2024-06-02T03:01:00Z,27.63,40.419285,-3.711263
1009,4,2024-06-02T06:01:00Z,24.97,41.391685,2.18214
1010,5,2024-06-02T01:26:00Z,15.79,37.768481,-122.415881
1011,4,2024-06-02T07:14:00Z,15.57,41.392098,2.167373
1012,3,2024-06-01T12:33:00Z,19.52,39.477118,-0.36973
1013,1,2024-06-01T21:22:00Z,33.2,40.416506,-3.695277
1014,2,2024-06-02T10:04:00Z,15.2,36.721326,-4.422085
1015,5,2024-06-01T14:55:00Z,23.91,37.772304,-122.428011
1016,5,2024-06-02T05:17:00Z,15.59,37.773207,-122.417778
1017,5,2024-06-02T03:53:00Z,19.2,37.767008,-122.409448
1018,5,2024-06-01T12:57:00Z,32.64,37.78424,-122.417147
1019,2,2024-06-01T20:25:00Z,23.3,36.729466,-4.417491
1020,4,2024-06-02T00:21:00Z,31.75,41.375805,2.171381
1021,4,2024-06-02T05:24:00Z,21.81,41.393237,2.16672
1022,5,2024-06-02T09:46:00Z,25.82,37.780191,-122.41281
1023,5,2024-06-02T08:47:00Z,17.83,37.768353,-122.429318
1024,3,2024-06-01T16:43:00Z,34.42,39.466695,-0.374679
1025,5,2024-06-02T00:07:00Z,24.33,37.777694,-122.424408
1026,3,2024-06-01T12:49:00Z,21.5,39.470723,-0.382123
1027,2,2024-06-02T09:16:00Z,27.87,36.718924,-4.412303
1028,4,2024-06-02T04:19:00Z,22.24,41.382118,2.177205
1029,4,2024-06-02T02:04:00Z,16.14,41.389258,2.165227
1030,4,2024-06-01T14:19:00Z,29.53,41.394028,2.178562
1031,4,2024-06-01T22:43:00Z,21.9,41.392472,2.176205
1032,4,2024-06-02T06:46:00Z,26.97,41.383731,2.177574
1033,4,2024-06-02T05:58:00Z,30.08,41.377884,2.176615
1034,1,2024-06-02T01:46:00Z,19.46,40.412593,-3.705031
1035,4,2024-06-02T11:10:00Z,16.16,41.383638,2.168156
