id,fuente_id,timestamp,valor,latitud,longitud
2000,3,2024-06-01T13:42:00Z,18.83,39.463767,-0.37028
2001,3,2024-06-02T09:36:00Z,15.65,39.474874,-0.372156
2002,4,2024-06-02T06:09:00Z,24.71,41.385458,2.177708
2003,2,2024-06-01T17:46:00Z,26.02,36.712187,-4.427692
2004,2,2024-06-01T22:03:00Z,26.66,36.717599,-4.424495
2005,3,2024-06-02T01:25:00Z,27.58,39.465403,-0.377558
2006,2,2024-06-02T00:22:00Z,30.99,36.728851,-4.424513
2007,5,2024-06-02T07:31:00Z,34.03,37.77177,-122.41925
2008,5,2024-06-02T04:58:00Z,28.0,37.765296,-122.421975
2009,5,2024-06-02T09:59:00Z,31.79,37.770262,-122.421413
2010,3,2024-06-02T05:53:00Z,17.09,39.467418,-0.383814
2011,4,2024-06-01T18:34:00Z,15.51,41.384674,2.179189
2012,2,2024-06-02T05:50:00Z,18.56,36.714642,-4.420727
2013,2,2024-06-01T16:44:00Z,29.49,36.71344,-4.422268
2014,1,2024-06-01T18:35:00Z,16.11,40.423277,-3.704645
2015,4,2024-06-01T17:59:00Z,30.98,41.392444,2.164581
2016,3,2024-06-01T18:44:00Z,21.25,39.462521,-0.378399
2017,2,2024-06-02T02:26:00Z,22.74,36.724265,-4.419914
2018,5,2024-06-02T01:00:00Z,23.07,37.776001,-122.42255
2019,2,2024-06-01T15:33:00Z,24.98,36.714074,-4.419874
2020,5,2024-06-01T20:51:00Z,30.46,37.767268,-122.416127
2021,5,2024-06-02T10:06:00Z,18.72,37.783113,-122.418278
2022,5,2024-06-02T00:36:00Z,29.78,37.767549,-122.423537
2023,4,2024-06-01T12:20:00Z,31.99,41.38712,2.17696
2024,4,2024-06-02T03:36:00Z,20.84,41.389356,2.174077
2025,2,2024-06-02T10:03:00Z,34.11,36.716929,-4.429192
2026,2,2024-06-01T16:24:00Z,31.0,36.714928,-4.429427
2027,3,2024-06-01T22:09:00Z,34.99,39.477743,-0.374667
2028,1,2024-06-02T02:49:00Z,17.17,40.424805,-3.694264
2029,5,2024-06-02T04:43:00Z,33.82,37.779784,-122.417506
2030,1,2024-06-02T10:53:00Z,25.68,40.409573,-3.712973
2031,1,2024-06-01T20:24:00Z,29.84,40.412361,-3.702223
2032,5,2024-06-01T19:47:00Z,26.02,37.782938,-122.410215
2033,1,2024-06-02T05:57:00Z,15.7,40.415654,-3.71155
2034,1,2024-06-02T03:34:00Z,29.75,40.407538,-3.703031
2035,2,2024-06-02T00:05:00Z,30.47,36.721106,-4.419404
2036,2,2024-06-01T17:07:00Z,29.76,36.712459,-4.411443
2037,1,2024-06-02T11:42:00Z,29.29,40.413207,-3.708048
2038,3,2024-06-02T02:13:00Z,33.99,39.470813,-0.379324
2039,2,2024-06-02T10:21:00Z,30.36,36.727195,-4.421257
2040,2,2024-06-02T02:54:00Z,15.88,36.729442,-4.415052
2041,5,2024-06-02T04:19:00Z,20.9,37.777603,-122.409552
2042,2,2024-06-02T04:51:00Z,31.68,36.714353,-4.422848
2043,3,2024-06-01T19:51:00Z,27.76,39.464818,-0.371221
2044,1,2024-06-02T01:05:00Z,29.94,40.419477,-3.705785
2045,5,2024-06-01T18:34:00Z,25.91,37.773356,-122.413167
2046,3,2024-06-01T12:52:00Z,31.43,39.467713,-0.370982
2047,4,2024-06-02T07:20:00Z,23.97,41.389712,2.176622
2048,3,2024-06-02T06:21:00Z,22.49,39.474933,-0.38298
2049,3,2024-06-02T09:23:00Z,25.87,39.466898,-0.380567
2050,5,2024-06-01T20:27:00Z,15.39,37.76505,-122.423587
2051,1,2024-06-02T08:13:00Z,34.48,40.41287,-3.703765
2052,2,2024-06-02T11:18:00Z,32.21,36.727955,-4.422643
2053,4,2024-06-02T05:17:00Z,26.05,41.394621,2.183009
2054,1,2024-06-01T20:07:00Z,31.43,40.417302,-3.705055
2055,3,2024-06-01T22:20:00Z,21.69,39.468103,-0.367336
2056,5,2024-06-02T11:21:00Z,18.92,37.770193,-122.429222
2057,1,2024-06-02T03:04:00Z,23.1,40.414901,-3.713609
2058,1,2024-06-01T16:35:00Z,33.58,40.416077,-3.700476
2059,1,2024-06-02T04:34:00Z,33.13,40.407281,-3.707599
2060,1,2024-06-02T08:26:00Z,19.18,40.41329,-3.698067
2061,5,2024-06-02T03:34:00Z,28.61,37.769569,-122.427278
2062,2,2024-06-01T21:24:00Z,16.98,36.729611,-4.421065
2063,1,2024-06-02T11:32:00Z,28.75,40.421837,-3.708118
2064,4,2024-06-01T18:33:00Z,21.81,41.386129,2.168852
2065,4,2024-06-02T10:21:00Z,25.29,41.390835,2.164869
2066,3,2024-06-02T11:53:00Z,22.57,39.473811,-0.384978
2067,4,2024-06-02T06:07:00Z,18.53,41.3937,2.180165
2068,4,2024-06-02T06:03:00Z,29.04,41.38861,2.165633
2069,3,2024-06-02T06:56:00Z,21.32,39.476216,-0.369501
2070,5,2024-06-02T05:08:00Z,27.99,37.784243,-122.414675
2071,5,2024-06-01T18:31:00Z,22.55,37.784604,-122.422044
2072,5,2024-06-01T17:05:00Z,27.1,37.766932,-122.423261
2073,4,2024-06-01T12:05:00Z,34.94,41.378462,2.17271
2074,2,2024-06-01T16:49:00Z,26.29,36.720492,-4.413817
2075,2,2024-06-02T00:54:00Z,34.34,36.719054,-4.421548
2076,2,2024-06-01T20:55:00Z,18.78,36.728297,-4.416215
2077,5,2024-06-01T21:56:00Z,17.44,37.773929,-122.421182
2078,2,2024-06-01T20:20:00Z,33.45,36.726758,-4.413044
2079,3,2024-06-01T15:44:00Z,26.94,39.473133,-0.373636
2080,2,2024-06-02T10:05:00Z,29.22,36.730019,-4.429802
2081,1,2024-06-01T20:25:00Z,17.99,40.425488,-3.696157
2082,5,2024-06-02T02:07:00Z,30.31,37.775192,-122.423784
2083,5,2024-06-01T16:00:00Z,22.3,37.769436,-122.41748
2084,2,2024-06-02T10:00:00Z,29.13,36.726412,-4.411684
2085,5,2024-06-02T08:34:00Z,18.0,37.770543,-122.416458
2086,5,2024-06-02T08:39:00Z,26.11,37.780909,-122.409429
2087,4,2024-06-02T07:39:00Z,34.63,41.386259,2.166877
2088,4,2024-06-01T14:00:00Z,16.06,41.383075,2.165744
2089,1,2024-06-02T09:23:00Z,33.0,40.42437,-3.709316
2090,3,2024-06-02T11:35:00Z,17.29,39.468637,-0.367096
2091,3,2024-06-02T06:40:00Z,20.91,39.464616,-0.375178
2092,3,2024-06-01T22:15:00Z,32.58,39.477799,-0.383874
2093,1,2024-06-02T08:04:00Z,19.32,40.416105,-3.699776
2094,2,2024-06-02T09:54:00Z,30.36,36.718209,-4.426192
2095,2,2024-06-02T03:30:00Z,34.98,36.724501,-4.418537
2096,1,2024-06-02T03:17:00Z,24.72,40.42564,-3.696997
2097,3,2024-06-02T03:22:00Z,21.43,39.461846,-0.382167
2098,4,2024-06-01T18:08:00Z,18.41,41.377351,2.168436
2099,2,2024-06-01T17:37:00Z,29.89,36.720758,-4.425748
2100,2,2024-06-01T17:49:00Z,25.14,36.71365,-4.420146
2101,3,2024-06-01T22:49:00Z,22.61,39.477866,-0.372668
2102,1,2024-06-02T02:15:00Z,22.06,40.425355,-3.70627
2103,2,2024-06-02T08:01:00Z,34.38,36.719437,-4.422471
2104,4,2024-06-01T16:58:00Z,21.82,41.388893,2.165648
