id,fuente_id,timestamp,valor,latitud,longitud
1400,2,2024-06-01T14:21:00Z,28.61,36.723821,-4.426234
1401,2,2024-06-02T06:49:00Z,21.35,36.724226,-4.412573
1402,3,2024-06-01T14:08:00Z,19.67,39.46591,-0.382301
1403,2,2024-06-02T00:19:00Z,16.74,36.715759,-4.418235
1404,4,2024-06-02T03:12:00Z,30.39,41.380998,2.16519
1405,1,2024-06-01T23:18:00Z,31.16,40.422182,-3.701938
1406,3,2024-06-01T23:00:00Z,33.19,39.467374,-0.384739
1407,5,2024-06-01T22:42:00Z,15.79,37.783116,-122.417466
1408,4,2024-06-01T15:43:00Z,26.51,41.390035,2.179266
1409,3,2024-06-01T20:48:00Z,16.81,39.464681,-0.373421
1410,5,2024-06-02T02:11:00Z,18.69,37.775745,-122.425851
1411,5,2024-06-01T20:01:00Z,19.44,37.775581,-122.422208
1412,2,2024-06-02T05:31:00Z,23.81,36.71548,-4.425621
1413,3,2024-06-01T18:51:00Z,31.61,39.472521,-0.377566
1414,2,2024-06-02T07:30:00Z,28.55,36.716268,-4.414239
1415,5,2024-06-02T03:53:00Z,32.77,37.765778,-122.416531
1416,5,2024-06-02T06:47:00Z,26.86,37.769967,-122.414539
1417,3,2024-06-02T09:46:00Z,24.13,39.462131,-0.372561
1418,3,2024-06-01T22:09:00Z,23.34,39.469885,-0.377405
1419,1,2024-06-02T06:42:00Z,26.08,40.412805,-3.711863
1420,5,2024-06-01T15:06:00Z,28.6,37.76933,-122.421673
1421,2,2024-06-02T09:43:00Z,22.21,36.720851,-4.424989
1422,4,2024-06-02T01:32:00Z,28.08,41.378145,2.179072
1423,5,2024-06-02T03:03:00Z,31.69,37.778893,-122.422708
1424,1,2024-06-01T19:42:00Z,15.45,40.420882,-3.701057
1425,4,2024-06-01T23:57:00Z,29.03,41.389932,2.169839
1426,3,2024-06-02T02:34:00Z,29.07,39.460757,-0.374618
1427,5,2024-06-01T23:59:00Z,21.59,37.771073,-122.424239
1428,3,2024-06-01T14:18:00Z,16.75,39.476386,-0.366661
1429,5,2024-06-01T15:32:00Z,16.58,37.768527,-122.425297
1430,5,2024-06-02T11:23:00Z,28.19,37.7668,-122.414192
1431,4,2024-06-02T06:01:00Z,26.02,41.379725,2.176935
1432,2,2024-06-02T11:02:00Z,32.51,36.713682,-4.420847
1433,3,2024-06-01T15:08:00Z,29.48,39.466066,-0.378387
1434,5,2024-06-02T08:26:00Z,28.98,37.774931,-122.424894
1435,2,2024-06-02T08:07:00Z,16.55,36.717253,-4.427051
1436,3,2024-06-01T17:42:00Z,31.95,39.472826,-0.367589
1437,5,2024-06-01T18:56:00Z,22.11,37.781705,-122.42902
1438,4,2024-06-02T06:02:00Z,22.37,41.384207,2.175289
1439,1,2024-06-02T06:11:00Z,30.86,40.407916,-3.69778
1440,3,2024-06-02T10:54:00Z,23.56,39.479204,-0.378332
1441,5,2024-06-01T22:54:00Z,19.77,37.768005,-122.410827
1442,5,2024-06-02T11:31:00Z,23.07,37.784254,-122.41126
1443,4,2024-06-01T14:20:00Z,31.98,41.394874,2.164796
1444,5,2024-06-01T16:57:00Z,17.63,37.774307,-122.415055
1445,4,2024-06-01T13:52:00Z,15.45,41.392944,2.16414
1446,1,2024-06-01T20:11:00Z,32.54,40.409294,-3.711375
1447,1,2024-06-01T18:59:00Z,28.98,40.421588,-3.700511
1448,3,2024-06-01T16:19:00Z,15.93,39.470194,-0.383749
1449,2,2024-06-02T04:05:00Z,16.52,36.728234,-4.423644
1450,3,2024-06-01T13:44:00Z,32.15,39.478079,-0.381511
1451,4,2024-06-01T13:32:00Z,27.86,41.379811,2.175482
1452,1,2024-06-02T05:14:00Z,26.26,40.407634,-3.702222
1453,2,2024-06-02T10:01:00Z,33.31,36.712953,-4.424269
1454,4,2024-06-02T08:42:00Z,29.9,41.385933,2.175505
1455,5,2024-06-01T12:03:00Z,19.89,37.776959,-122.421673
1456,3,2024-06-02T03:44:00Z,29.75,39.469561,-0.36826
1457,1,2024-06-02T07:36:00Z,27.95,40.411568,-3.699475
1458,3,2024-06-01T22:16:00Z,22.99,39.468167,-0.368487
1459,3,2024-06-01T15:22:00Z,19.22,39.471983,-0.37289
1460,1,2024-06-02T00:25:00Z,27.16,40.425829,-3.697161
1461,3,2024-06-02T03:49:00Z,32.5,39.463805,-0.384608
1462,2,2024-06-02T09:16:00Z,19.76,36.712567,-4.431208
1463,2,2024-06-02T04:14:00Z,28.82,36.726015,-4.420081
1464,3,2024-06-02T01:49:00Z,17.28,39.468308,-0.379196
1465,3,2024-06-02T02:34:00Z,32.32,39.468715,-0.368978
1466,3,2024-06-01T15:18:00Z,34.89,39.468949,-0.375748
1467,3,2024-06-02T11:09:00Z,16.23,39.475158,-0.383547
1468,5,2024-06-01T21:22:00Z,15.33,37.769729,-122.411473
1469,1,2024-06-01T21:16:00Z,22.75,40.420506,-3.695781
1470,4,2024-06-02T00:25:00Z,20.27,41.380345,2.182804
1471,4,2024-06-01T12:57:00Z,26.17,41.390538,2.164004
1472,4,2024-06-01T22:45:00Z,23.57,41.385585,2.177365
1473,3,2024-06-02T00:14:00Z,28.18,39.475329,-0.36879
1474,1,2024-06-01T21:18:00Z,15.54,40.42451,-3.702533
1475,1,2024-06-01T13:35:00Z,24.91,40.413146,-3.709808
1476,4,2024-06-01T22:30:00Z,17.59,41.378057,2.17604
1477,1,2024-06-01T13:05:00Z,15.58,40.40696,-3.700832
1478,3,2024-06-02T01:38:00Z,16.22,39.465168,-0.381661
1479,2,2024-06-02T09:51:00Z,29.68,36.723254,-4.416603
1480,4,2024-06-02T11:35:00Z,29.73,41.378297,2.180739
1481,2,2024-06-02T09:44:00Z,25.94,36.728773,-4.417289
1482,5,2024-06-01T23:53:00Z,19.99,37.766302,-122.420913
1483,4,2024-06-02T07:30:00Z,25.58,41.393812,2.171195
1484,2,2024-06-01T21:08:00Z,31.08,36.726337,-4.416516
