id,fuente_id,timestamp,valor,latitud,longitud
1600,1,2024-06-02T06:58:00Z,32.36,40.406809,-3.705905
1601,1,2024-06-01T19:26:00Z,23.71,40.425524,-3.713334
1602,5,2024-06-02T10:06:00Z,31.18,37.774452,-122.426841
1603,3,2024-06-01T21:04:00Z,31.2,39.470067,-0.368427
1604,5,2024-06-01T16:54:00Z,17.44,37.773379,-122.418734
1605,4,2024-06-01T15:03:00Z,32.38,41.393398,2.165685
1606,5,2024-06-01T19:55:00Z,17.59,37.783812,-122.426689
1607,4,2024-06-01T15:04:00Z,25.35,41.378779,2.180071
1608,4,2024-06-01T16:47:00Z,15.05,41.392086,2.171091
1609,4,2024-06-01T20:34:00Z,26.94,41.389191,2.172075
1610,1,2024-06-01T17:03:00Z,20.3,40.423134,-3.712422
1611,3,2024-06-02T01:54:00Z,34.92,39.464519,-0.373719
1612,3,2024-06-02T05:35:00Z,30.16,39.472123,-0.366903
1613,4,2024-06-02T07:20:00Z,26.54,41.378486,2.170093
1614,5,2024-06-01T20:13:00Z,25.7,37.770465,-122.428047
1615,3,2024-06-02T04:01:00Z,20.39,39.46168,-0.381174
1616,4,2024-06-01T17:57:00Z,16.84,41.394359,2.173386
1617,1,2024-06-01T16:40:00Z,29.53,40.411284,-3.700712
1618,2,2024-06-01T12:22:00Z,22.51,36.721635,-4.429722
1619,3,2024-06-01T14:20:00Z,29.55,39.471097,-0.373038
1620,1,2024-06-01T14:15:00Z,23.81,40.407858,-3.706181
1621,3,2024-06-02T08:36:00Z,18.55,39.469769,-0.367966
1622,4,2024-06-02T01:22:00Z,18.3,41.386029,2.170439
1623,3,2024-06-02T04:05:00Z,26.48,39.470402,-0.380062
1624,3,2024-06-02T02:17:00Z,23.13,39.465113,-0.371923
1625,4,2024-06-01T13:15:00Z,30.58,41.389735,2.166036
1626,2,2024-06-02T07:18:00Z,19.95,36.718425,-4.42769
1627,4,2024-06-01T13:20:00Z,29.2,41.394653,2.167228
1628,5,2024-06-02T07:57:00Z,24.63,37.780849,-122.427348
1629,4,2024-06-02T02:44:00Z,18.96,41.387179,2.167133
1630,5,2024-06-02T10:40:00Z,16.66,37.773182,-122.418681
1631,1,2024-06-02T11:11:00Z,27.51,40.417492,-3.701724
1632,3,2024-06-01T15:31:00Z,15.71,39.478013,-0.385959
1633,1,2024-06-02T05:50:00Z,32.14,40.424367,-3.710894
1634,1,2024-06-02T06:33:00Z,20.0,40.414846,-3.711503
1635,4,2024-06-02T09:48:00Z,28.5,41.379295,2.182159
1636,5,2024-06-02T05:29:00Z,16.62,37.767432,-122.411118
1637,1,2024-06-01T16:24:00Z,29.5,40.419837,-3.703547
1638,2,2024-06-01T19:48:00Z,25.69,36.723406,-4.412726
1639,1,2024-06-02T02:13:00Z,23.91,40.419991,-3.694141
1640,3,2024-06-01T16:51:00Z,17.32,39.462582,-0.371314
1641,4,2024-06-01T22:19:00Z,18.08,41.384266,2.180364
1642,4,2024-06-02T02:32:00Z,32.62,41.391618,2.179231
1643,1,2024-06-02T03:12:00Z,22.2,40.419795,-3.700271
1644,5,2024-06-02T03:57:00Z,33.24,37.784193,-122.424163
1645,5,2024-06-02T08:54:00Z,34.7,37.782262,-122.422279
1646,2,2024-06-01T23:47:00Z,19.8,36.721369,-4.419503
1647,4,2024-06-01T18:46:00Z,30.0,41.383977,2.172188
1648,5,2024-06-01T19:37:00Z,29.43,37.774342,-122.410966
1649,1,2024-06-02T03:36:00Z,19.83,40.422212,-3.694429
1650,3,2024-06-01T13:35:00Z,26.75,39.462602,-0.368373
1651,1,2024-06-01T17:20:00Z,19.95,40.416649,-3.704549
1652,5,2024-06-02T06:21:00Z,22.64,37.765134,-122.411991
1653,4,2024-06-02T01:53:00Z,33.74,41.382764,2.171552
1654,3,2024-06-01T21:00:00Z,18.35,39.461924,-0.376666
1655,5,2024-06-01T15:04:00Z,21.16,37.781074,-122.422971
1656,2,2024-06-02T00:10:00Z,15.3,36.730106,-4.424459
1657,4,2024-06-02T01:59:00Z,21.19,41.379437,2.179032
1658,3,2024-06-01T18:13:00Z,32.79,39.474953,-0.384185
1659,3,2024-06-02T06:43:00Z,27.25,39.465639,-0.385192
1660,4,2024-06-01T13:11:00Z,17.51,41.389555,2.168428
1661,5,2024-06-01T15:06:00Z,26.78,37.77709,-122.411903
1662,4,2024-06-02T00:55:00Z,23.55,41.391726,2.173359
1663,5,2024-06-02T05:43:00Z,32.52,37.783903,-122.429229
1664,4,2024-06-01T21:49:00Z,15.52,41.390231,2.174984
1665,3,2024-06-02T00:47:00Z,22.57,39.461469,-0.377641
1666,5,2024-06-01T17:13:00Z,34.5,37.768721,-122.412127
1667,2,2024-06-01T15:28:00Z,27.12,36.724167,-4.426503
1668,5,2024-06-02T02:30:00Z,18.79,37.781192,-122.426067
1669,4,2024-06-02T08:51:00Z,32.82,41.392796,2.182066
1670,4,2024-06-01T17:43:00Z,24.48,41.380865,2.163905
1671,3,2024-06-01T15:55:00Z,32.06,39.479014,-0.381835
1672,3,2024-06-01T22:50:00Z,30.84,39.467773,-0.378003
1673,5,2024-06-01T14:17:00Z,28.77,37.773506,-122.422601
1674,3,2024-06-01T18:55:00Z,21.16,39.462423,-0.376415
1675,5,2024-06-02T00:57:00Z,19.01,37.770912,-122.425693
1676,3,2024-06-01T14:50:00Z,21.21,39.479814,-0.368241
1677,1,2024-06-01T18:29:00Z,23.03,40.421376,-3.71161
1678,3,2024-06-01T21:20:00Z,30.58,39.462485,-0.381494
1679,1,2024-06-02T07:57:00Z,33.46,40.416156,-3.695888
1680,1,2024-06-01T17:10:00Z,17.76,40.417935,-3.707132
1681,4,2024-06-01T17:32:00Z,31.81,41.394568,2.163607
1682,4,2024-06-01T18:01:00Z,18.65,41.385261,2.173111
1683,3,2024-06-02T05:32:00Z,16.85,39.461447,-0.37861
1684,3,2024-06-02T09:55:00Z,20.24,39.472173,-0.372958
1685,4,2024-06-02T00:10:00Z,26.2,41.391228,2.174717
1686,3,2024-06-01T14:31:00Z,16.88,39.479797,-0.367672
1687,3,2024-06-01T17:23:00Z,28.74,39.462629,-0.374103
1688,3,2024-06-01T22:11:00Z,34.11,39.473084,-0.386249
1689,2,2024-06-01T18:48:00Z,23.89,36.725841,-4.413548
1690,2,2024-06-02T02:39:00Z,17.64,36.720719,-4.413679
1691,4,2024-06-02T06:44:00Z,27.91,41.382744,2.164729
1692,5,2024-06-02T11:45:00Z,21.66,37.779071,-122.409849
1693,4,2024-06-01T12:35:00Z,19.39,41.382738,2.174034
1694,4,2024-06-01T14:01:00Z,19.09,41.387444,2.171544
1695,1,2024-06-01T13:53:00Z,30.91,40.417883,-3.71078
1696,5,2024-06-01T13:28:00Z,25.8,37.782904,-122.423677
1697,1,2024-06-02T11:41:00Z,19.17,40.407271,-3.69533
1698,2,2024-06-02T09:22:00Z,18.66,36.726291,-4.414745
1699,2,2024-06-01T12:50:00Z,33.41,36.717228,-4.412377
1700,3,2024-06-01T17:28:00Z,33.46,39.475904,-0.380158
1701,3,2024-06-02T11:00:00Z,22.68,39.467288,-0.377472
1702,1,2024-06-01T15:23:00Z,20.11,40.409583,-3.70593
1703,1,2024-06-01T13:51:00Z,26.76,40.425034,-3.698164
1704,1,2024-06-01T14:53:00Z,22.89,40.42572,-3.697924
1705,4,2024-06-02T03:41:00Z,17.18,41.382703,2.166554
1706,4,2024-06-01T20:59:00Z,22.19,41.394927,2.179307
1707,2,2024-06-01T20:14:00Z,21.58,36.725183,-4.413305
1708,4,2024-06-02T01:34:00Z,16.48,41.392392,2.163862
1709,2,2024-06-01T20:32:00Z,33.67,36.71327,-4.419569
1710,3,2024-06-01T22:35:00Z,20.67,39.475574,-0.367372
1711,1,2024-06-01T18:37:00Z,30.14,40.420816,-3.706951
1712,1,2024-06-01T12:45:00Z,33.7,40.423282,-3.694387
1713,2,2024-06-01T20:24:00Z,27.37,36.718096,-4.431176
1714,2,2024-06-01T20:44:00Z,33.76,36.728258,-4.425463
1715,5,2024-06-02T04:09:00Z,23.31,37.780762,-122.410515
1716,2,2024-06-01T16:36:00Z,28.78,36.712272,-4.411619
1717,2,2024-06-01T16:54:00Z,34.82,36.729607,-4.427715
1718,5,2024-06-02T03:41:00Z,30.63,37.768087,-122.425874
1719,3,2024-06-01T23:12:00Z,31.06,39.466989,-0.370835
1720,4,2024-06-02T06:14:00Z,15.77,41.383153,2.178035
1721,2,2024-06-02T11:17:00Z,20.84,36.714733,-4.420968
1722,5,2024-06-01T12:38:00Z,19.29,37.778931,-122.423795
1723,2,2024-06-01T20:35:00Z,16.37,36.713548,-4.415125
1724,4,2024-06-01T23:46:00Z,26.05,41.387219,2.16944
1725,5,2024-06-02T04:27:00Z,28.12,37.773095,-122.413419
